PMS: PM1; PMS: PM2.5; PMS: PM10;-; OPC: PM1; OPC: PM2.5; OPC: PM10;-;Tiempo 
 7480;0;0;-;5.44655;6.05252;0;-;16:11:58
21;0;0;-;2.96465;3.25379;3.25687;-;16:11:59
29508;0;0;-;3.62331;4.59854;5.27074;-;16:12:00
29540;0;0;-;3.33165;4.07191;11.5981;-;16:12:01
0;0;0;-;3.13998;3.26106;3.26124;-;16:12:02
0;0;0;-;4.15392;4.50895;105.499;-;16:12:03
55236;0;0;-;4.4554;5.92315;7.18289;-;16:12:04
30184;0;0;-;3.30854;3.72364;3.72733;-;16:12:05
31687;0;0;-;4.87327;5.50754;5.52611;-;16:12:06
61414;0;0;-;4.97719;5.76079;5.82307;-;16:12:07
177;0;0;-;4.59636;4.7944;4.79475;-;16:12:08
0;0;0;-;2.96157;3.25937;3.26259;-;16:12:09
 7480;0;0;-;5.41096;25.2548;0;-;16:12:26
21;0;0;-;4.99904;6.3291;6.38212;-;16:12:27
29508;0;0;-;6.58348;7.29799;7.30482;-;16:12:28
29540;0;0;-;3.77648;5.21805;13.9125;-;16:12:29
0;0;0;-;4.52366;4.93797;4.94154;-;16:12:30
0;0;0;-;3.27776;3.76995;3.77629;-;16:12:31
55236;0;0;-;2.68643;3.52018;4.13647;-;16:12:32
30184;0;0;-;4.19684;4.53329;4.53658;-;16:12:33
31687;0;0;-;4.00535;4.36905;4.37245;-;16:12:34
61414;0;0;-;2.32248;2.42255;2.42273;-;16:12:35
177;0;0;-;4.83363;5.9799;6.59848;-;16:12:36
0;0;0;-;3.84063;3.98355;3.98375;-;16:12:37
