PMS: PM1; PMS: PM2.5; PMS: PM10;-; OPC: PM1; OPC: PM2.5; OPC: PM10;-;Tiempo 
 28;33;34;-;7.17625;9.46637;1.7449e-39;-;19:36:54
28;33;34;-;7.49075;9.82085;1.65306e-39;-;19:36:55
27;30;32;-;7.30203;9.78839;1.7449e-39;-;19:36:56
27;30;32;-;7.59901;10.8319;1.7449e-39;-;19:36:57
27;30;32;-;8.29747;12.3308;52.5001;-;19:36:58
27;29;32;-;6.9434;9.57169;20.9044;-;19:36:59
27;29;32;-;8.00648;10.4009;21.5068;-;19:37:00
27;29;32;-;6.83141;8.32798;10.1555;-;19:37:01
27;29;32;-;6.5223;7.72394;13.1759;-;19:37:02
26;29;32;-;6.58245;7.97579;9.04899;-;19:37:03
26;29;32;-;5.49646;7.05607;14.5028;-;19:37:04
24;28;33;-;6.2074;8.23124;28.108;-;19:37:05
