PMS: PM1; PMS: PM2.5; PMS: PM10;-; OPC: PM1; OPC: PM2.5; OPC: PM10;-;Tiempo 
6;6;9;-;2.69331;3.39076;2.66625;-;08:21:11
6;10;6;-;2.48391;2.99402;2.22819;-;08:26:12
5;9;5;-;2.40592;2.84899;1.99479;-;08:31:13
6;6;8;-;3.2989;3.97328;3.882;-;08:36:14
5;10;10;-;2.36432;3.11419;2.147;-;08:41:15
4;8;4;-;2.33872;3.18269;2.31259;-;08:46:16
4;9;5;-;2.44655;2.8801;2.53396;-;08:51:17
4;10;5;-;2.36266;2.94329;2.40535;-;08:56:18
4;9;5;-;1.74477;2.13781;1.63107;-;09:01:19
4;9;4;-;3.49628;4.3806;3.94497;-;09:06:20
5;9;9;-;2.57772;4.04214;2.06253;-;09:11:21
6;10;6;-;2.42068;2.89458;2.17463;-;09:16:22
5;10;5;-;2.85712;3.80264;3.38932;-;09:21:23
4;9;5;-;2.37665;2.68371;2.19982;-;09:26:24
4;4;7;-;2.05423;2.75519;1.55617;-;09:31:25
4;9;5;-;2.05398;2.68567;1.1341;-;09:36:26
3;9;9;-;1.7138;1.96561;1.36922;-;09:41:27
4;9;9;-;2.37445;3.21097;2.56777;-;09:46:28
5;11;6;-;2.30762;3.09612;2.13183;-;09:51:29
5;12;5;-;2.62045;3.60321;2.71792;-;09:56:30
8;16;9;-;3.58194;5.00959;3.40486;-;10:01:31
8;17;8;-;3.45326;4.90585;2.96203;-;10:06:32
9;17;17;-;3.20895;5.00488;2.39352;-;10:11:33
8;16;8;-;2.49933;3.6393;2.08082;-;10:16:34
7;7;10;-;2.50055;3.85645;2.55216;-;10:21:35
6;7;9;-;2.76547;3.29989;2.8095;-;10:26:36
5;5;7;-;2.78028;4.07802;2.26303;-;10:31:37
5;5;8;-;2.0584;3.15802;1.82486;-;10:36:38
4;11;11;-;1.98622;2.88975;1.98155;-;10:41:39
4;4;5;-;1.41517;1.75707;1.22444;-;10:46:40
3;3;5;-;1.28065;2.28482;1.43999;-;10:51:41
2;3;4;-;1.00618;1.30082;1.02519;-;10:56:42
3;4;5;-;1.86474;2.54716;2.16763;-;11:01:43
3;6;3;-;1.62713;2.2426;1.57683;-;11:06:44
4;5;6;-;1.69185;3.45545;1.60298;-;11:11:45
3;6;7;-;1.24678;1.55832;1.53175;-;11:16:46
3;5;3;-;1.19472;1.73307;1.41168;-;11:21:47
2;2;4;-;1.565;2.15376;1.56246;-;11:26:48
2;3;4;-;0.903329;0.993457;0.529765;-;11:31:49
3;6;6;-;1.34077;2.05287;1.72571;-;11:36:50
3;3;4;-;0.867205;1.24659;0.586925;-;11:41:51
3;4;5;-;1.09534;1.40563;0.535558;-;11:46:52
2;3;4;-;0.808381;1.1956;0.309386;-;11:51:53
5;10;5;-;1.73334;2.30577;1.85936;-;11:56:54
5;9;6;-;1.89045;2.62429;2.41735;-;12:01:55
5;8;9;-;2.27899;3.60486;3.29572;-;12:06:56
4;4;7;-;1.92694;2.87664;1.8685;-;12:11:57
4;5;6;-;1.44307;2.21387;1.47592;-;12:16:58
6;10;6;-;1.72876;2.41598;1.38289;-;12:21:59
5;5;7;-;1.63585;2.30885;1.88504;-;12:27:00
5;9;5;-;1.45736;2.12442;1.60468;-;12:32:01
5;13;13;-;1.72017;2.67806;1.51276;-;12:37:02
5;11;6;-;1.86408;2.05503;1.94606;-;12:42:03
5;9;5;-;1.64673;1.81252;1.7293;-;12:47:04
4;11;5;-;1.23864;1.78563;1.52695;-;12:52:05
3;8;4;-;1.43054;1.76128;2.13253;-;12:57:06
3;3;5;-;1.32432;1.59408;0.580388;-;13:02:07
4;11;11;-;1.3787;2.08354;1.75053;-;13:07:08
3;6;3;-;2.51064;3.41754;2.05249;-;13:12:09
3;6;6;-;0.953325;1.1478;0.67861;-;13:17:10
5;11;12;-;1.86627;2.28617;1.39999;-;13:22:11
6;6;8;-;2.41516;2.70952;2.32907;-;13:27:12
4;9;4;-;2.4195;2.81337;1.80551;-;13:32:13
2;3;5;-;1.75698;2.04542;2.0378;-;13:37:14
3;4;5;-;1.90524;2.14263;2.13202;-;13:42:15
5;11;6;-;2.58831;2.9386;2.4966;-;13:47:16
4;8;4;-;1.98676;2.84636;2.45461;-;13:52:17
5;9;6;-;2.13737;3.0062;2.15488;-;13:57:18
2;6;8;-;2.2411;2.47389;2.92873;-;14:02:19
3;4;5;-;1.48373;1.67957;1.37119;-;14:07:20
3;4;6;-;1.50959;1.98108;1.63237;-;14:12:21
3;8;8;-;3.5701;4.89281;3.85786;-;14:17:22
3;6;3;-;1.46772;2.07497;1.44127;-;14:22:23
4;9;14;-;2.21743;2.6157;2.50734;-;14:27:24
6;13;14;-;3.30716;3.71981;3.27242;-;14:32:25
11;19;11;-;3.20645;3.75293;2.87388;-;14:37:26
8;15;8;-;3.12463;3.55877;3.12362;-;14:42:27
7;13;7;-;1.77822;2.07854;1.99505;-;14:47:28
9;15;15;-;1.76211;2.21474;1.26946;-;14:52:29
9;10;13;-;2.44708;3.86335;2.63921;-;14:57:30
12;21;22;-;3.48257;3.63933;4.40676;-;15:02:31
12;18;12;-;2.33016;2.64996;1.95907;-;15:07:32
12;19;13;-;2.06217;2.32305;1.75462;-;15:12:33
10;11;13;-;2.57059;3.2772;2.80518;-;15:17:34
10;10;14;-;2.34488;2.75409;2.79914;-;15:22:35
12;19;20;-;2.28982;2.92656;2.45748;-;15:27:36
18;30;30;-;3.75372;4.77276;3.38945;-;15:32:37
20;20;25;-;4.02033;5.10415;3.52477;-;15:37:38
14;24;27;-;3.57283;4.31265;3.67073;-;15:42:39
15;23;16;-;3.06508;3.55525;2.60614;-;15:47:40
14;26;14;-;8.69213;11.6074;8.13299;-;15:52:41
19;27;19;-;5.51293;6.46889;5.31503;-;15:57:42
15;27;28;-;4.00402;4.84365;3.69813;-;16:02:43
13;13;17;-;4.35479;4.94859;4.62132;-;16:07:44
11;16;18;-;2.86845;3.33964;2.80173;-;16:12:45
20;20;25;-;5.91302;6.81686;6.26232;-;16:17:46
18;18;23;-;5.14689;5.66879;5.2714;-;16:22:47
12;20;21;-;4.73544;5.38679;5.24835;-;16:27:48
12;18;12;-;2.83012;3.61406;2.82789;-;16:32:49
14;23;14;-;4.16171;5.3211;4.00259;-;16:37:50
12;19;13;-;3.29711;4.15403;2.54178;-;16:42:51
12;19;12;-;3.17187;3.77467;3.64007;-;16:47:52
13;21;14;-;4.18098;5.18147;4.82795;-;16:52:53
12;20;13;-;4.14734;4.82718;4.07331;-;16:57:54
15;25;15;-;4.1307;4.62507;3.68706;-;17:02:55
20;29;20;-;5.12375;5.69733;4.59165;-;17:07:56
15;24;28;-;5.50111;7.12689;6.19762;-;17:12:57
18;31;35;-;7.74789;8.68494;8.71156;-;17:17:58
16;23;17;-;4.8016;5.43409;3.32784;-;17:22:59
14;23;23;-;3.63649;4.19301;2.72542;-;17:28:00
13;13;18;-;3.77726;4.54158;3.69899;-;17:33:01
16;17;22;-;4.06936;5.30475;4.01458;-;17:38:02
20;32;35;-;4.3564;4.97414;3.4452;-;17:43:03
21;32;21;-;7.30493;8.2633;7.56191;-;17:48:04
22;31;22;-;7.11254;7.68852;7.27773;-;17:53:05
22;34;34;-;7.22315;8.01366;8.05079;-;17:58:06
20;33;36;-;5.79054;6.61975;5.99826;-;18:03:07
19;30;32;-;6.11516;6.4423;5.43834;-;18:08:08
