PMS: PM1; PMS: PM2.5; PMS: PM10;-; OPC: PM1; OPC: PM2.5; OPC: PM10;-;Tiempo 
8;12;9;-;5.15291;5.75467;5.17213;-;02:59:22
11;16;11;-;5.01712;5.61218;4.8673;-;03:08:32
7;13;6;-;5.22289;5.90535;5.09285;-;03:17:42
11;14;11;-;5.5443;6.23621;5.58452;-;03:26:52
11;16;11;-;5.32422;5.98865;5.23973;-;03:36:02
11;17;11;-;5.64322;6.24039;5.68245;-;03:45:12
6;10;2;-;5.15455;5.91953;4.73601;-;03:54:22
10;14;10;-;4.92538;5.63736;4.89509;-;04:03:32
10;15;11;-;5.66233;6.27044;5.74198;-;04:12:42
10;14;11;-;5.38634;5.97375;5.42393;-;04:21:52
9;13;8;-;5.09567;5.68526;5.13995;-;04:31:02
11;14;11;-;4.81526;5.42607;4.82794;-;04:40:12
11;15;11;-;4.23209;4.7354;4.05509;-;04:49:22
10;14;10;-;4.37489;4.9834;4.02682;-;04:58:32
4;8;0;-;4.54237;5.03981;4.50149;-;05:07:42
10;14;10;-;4.66644;5.2152;4.54798;-;05:16:52
8;12;9;-;5.76489;6.62247;5.57002;-;05:26:02
9;13;9;-;5.4279;6.24455;5.31632;-;05:35:12
8;13;8;-;5.83057;6.83155;5.82236;-;05:44:22
8;12;9;-;5.33641;6.08387;5.2924;-;05:53:32
9;13;9;-;5.07761;5.81313;4.90054;-;06:02:42
10;14;10;-;5.25975;6.10492;5.06801;-;06:11:52
9;13;8;-;4.92737;5.75725;4.92287;-;06:21:02
11;16;12;-;5.42902;6.32052;5.62317;-;06:30:12
9;13;9;-;5.98818;6.881;5.82064;-;06:39:22
11;15;11;-;6.66665;8.32499;6.48428;-;06:48:32
12;19;19;-;6.58458;8.14541;6.76687;-;06:57:42
10;14;10;-;6.56609;8.25389;6.55807;-;07:06:52
10;15;10;-;6.0984;7.25569;5.9782;-;07:16:02
10;17;10;-;6.60555;8.09334;6.48994;-;07:25:12
7;21;6;-;7.1688;8.82095;6.73492;-;07:34:22
11;15;12;-;6.96385;8.20308;6.78112;-;07:43:32
11;15;11;-;6.99923;8.18587;6.84862;-;07:52:42
13;19;14;-;7.00218;8.41727;6.76255;-;08:01:52
10;18;8;-;7.05428;8.24849;6.97039;-;08:11:02
12;18;13;-;7.36421;8.50141;7.1066;-;08:20:12
11;21;12;-;7.72808;8.994;7.44574;-;08:29:22
12;17;13;-;8.19475;9.68728;8.36559;-;08:38:32
7;18;4;-;7.96607;9.54035;8.01857;-;08:47:42
14;21;14;-;7.31085;8.87939;7.15888;-;08:56:52
13;17;14;-;6.89374;8.43497;6.77458;-;09:06:02
12;17;13;-;8.04038;9.82727;8.05334;-;09:15:12
11;17;10;-;7.04971;8.53222;6.97032;-;09:24:22
14;20;20;-;7.24307;8.51355;7.73711;-;09:33:32
10;16;11;-;6.05075;7.43096;5.99135;-;09:42:42
11;22;12;-;6.28754;7.70986;6.00582;-;09:51:52
10;15;8;-;6.13701;7.85928;6.17119;-;10:01:02
13;18;14;-;6.72397;8.82145;6.78113;-;10:10:12
12;15;12;-;8.94595;10.4812;8.85631;-;10:19:22
11;17;11;-;6.80426;8.05687;6.76585;-;10:28:32
12;17;14;-;6.62719;7.94214;6.79684;-;10:37:42
11;18;11;-;6.33632;7.58503;5.93761;-;10:46:52
14;24;15;-;4.9291;6.0577;4.94719;-;10:56:02
12;19;13;-;4.66202;5.88631;4.71875;-;11:05:12
10;15;8;-;3.94335;4.66395;3.81721;-;11:14:22
12;15;13;-;3.38687;4.14367;3.47992;-;11:23:32
14;20;20;-;3.01543;3.72694;3.01223;-;11:32:42
